Image file-/home/jovyan/data/stl10/test/0_7.png; Sure! Here\s my answer:\n\nHorse
Image file-/home/jovyan/data/stl10/test/5162_10.png; Truck
Image file-/home/jovyan/data/stl10/test/5168_10.png; Truck
Image file-/home/jovyan/data/stl10/test/5182_10.png; Truck
Image file-/home/jovyan/data/stl10/test/5197_10.png; Truck
Image file-/home/jovyan/data/stl10/test/5210_10.png; Truck
Image file-/home/jovyan/data/stl10/test/5211_10.png; Fire truck
Image file-/home/jovyan/data/stl10/test/5219_10.png; Truck
Image file-/home/jovyan/data/stl10/test/5233_10.png; Truck
Image file-/home/jovyan/data/stl10/test/5242_10.png; Truck
Image file-/home/jovyan/data/stl10/test/5261_10.png; Truck
Image file-/home/jovyan/data/stl10/test/5284_10.png; Truck
Image file-/home/jovyan/data/stl10/test/5293_10.png; Truck
Image file-/home/jovyan/data/stl10/test/5295_10.png; Truck
Image file-/home/jovyan/data/stl10/test/5296_10.png; Truck
Image file-/home/jovyan/data/stl10/test/5301_10.png; Truck
Image file-/home/jovyan/data/stl10/test/5312_10.png; Sure! Here\s my answer:\n\nFire truck
Image file-/home/jovyan/data/stl10/test/5317_10.png; Truck
Image file-/home/jovyan/data/stl10/test/5325_10.png; Answer: Truck
Image file-/home/jovyan/data/stl10/test/5326_10.png; Truck
Image file-/home/jovyan/data/stl10/test/5329_10.png; Truck
Image file-/home/jovyan/data/stl10/test/5331_10.png; Truck
Image file-/home/jovyan/data/stl10/test/5342_10.png; Truck
Image file-/home/jovyan/data/stl10/test/5343_10.png; Truck
Image file-/home/jovyan/data/stl10/test/5348_10.png; Truck
Image file-/home/jovyan/data/stl10/test/5356_10.png; Truck
Image file-/home/jovyan/data/stl10/test/5360_10.png; Truck
Image file-/home/jovyan/data/stl10/test/5364_10.png; Truck
Image file-/home/jovyan/data/stl10/test/5378_10.png; Truck
Image file-/home/jovyan/data/stl10/test/5384_10.png; Truck
Image file-/home/jovyan/data/stl10/test/5388_10.png; Truck
Image file-/home/jovyan/data/stl10/test/5392_10.png; Truck
Image file-/home/jovyan/data/stl10/test/5410_10.png; Truck
Image file-/home/jovyan/data/stl10/test/5430_10.png; Truck
Image file-/home/jovyan/data/stl10/test/5447_10.png; Truck
Image file-/home/jovyan/data/stl10/test/5452_10.png; Truck
Image file-/home/jovyan/data/stl10/test/5457_10.png; Truck
Image file-/home/jovyan/data/stl10/test/5464_10.png; Truck
Image file-/home/jovyan/data/stl10/test/5480_10.png; Trucks
Image file-/home/jovyan/data/stl10/test/5486_10.png; Truck
Image file-/home/jovyan/data/stl10/test/5494_10.png; Answer: Truck
Image file-/home/jovyan/data/stl10/test/5500_10.png; Truck
Image file-/home/jovyan/data/stl10/test/5508_10.png; Truck
Image file-/home/jovyan/data/stl10/test/5513_10.png; Truck
Image file-/home/jovyan/data/stl10/test/5538_10.png; Truck
Image file-/home/jovyan/data/stl10/test/5557_10.png; Truck
Image file-/home/jovyan/data/stl10/test/5562_10.png; Truck
Image file-/home/jovyan/data/stl10/test/5572_10.png; Truck
Image file-/home/jovyan/data/stl10/test/5590_10.png; Truck
Image file-/home/jovyan/data/stl10/test/5607_10.png; Truck
Image file-/home/jovyan/data/stl10/test/5621_10.png; Truck
Image file-/home/jovyan/data/stl10/test/5628_10.png; Truck
Image file-/home/jovyan/data/stl10/test/5630_10.png; Truck
Image file-/home/jovyan/data/stl10/test/5644_10.png; Truck
Image file-/home/jovyan/data/stl10/test/5654_10.png; Truck
Image file-/home/jovyan/data/stl10/test/5655_10.png; Truck
Image file-/home/jovyan/data/stl10/test/5658_10.png; Truck
Image file-/home/jovyan/data/stl10/test/5665_10.png; Truck
Image file-/home/jovyan/data/stl10/test/5669_10.png; Truck
Image file-/home/jovyan/data/stl10/test/5681_10.png; Sure! Here\s my answer:\n\nFire truck
Image file-/home/jovyan/data/stl10/test/5682_10.png; Truck
Image file-/home/jovyan/data/stl10/test/5690_10.png; Truck
Image file-/home/jovyan/data/stl10/test/5702_10.png; Truck
Image file-/home/jovyan/data/stl10/test/5753_10.png; Bulldozer
Image file-/home/jovyan/data/stl10/test/5759_10.png; Truck
Image file-/home/jovyan/data/stl10/test/5786_10.png; Truck
Image file-/home/jovyan/data/stl10/test/5788_10.png; Answer: Truck
Image file-/home/jovyan/data/stl10/test/5797_10.png; Truck
Image file-/home/jovyan/data/stl10/test/5798_10.png; Answer: Man
Image file-/home/jovyan/data/stl10/test/5799_10.png; Truck
Image file-/home/jovyan/data/stl10/test/5801_10.png; Truck
Image file-/home/jovyan/data/stl10/test/5818_10.png; Truck
Image file-/home/jovyan/data/stl10/test/5828_10.png; Answer: Fire truck
Image file-/home/jovyan/data/stl10/test/5851_10.png; Truck
Image file-/home/jovyan/data/stl10/test/5876_10.png; Truck
Image file-/home/jovyan/data/stl10/test/5882_10.png; Sure! Here\s my answer:\n\nFire truck
Image file-/home/jovyan/data/stl10/test/5896_10.png; Truck
Image file-/home/jovyan/data/stl10/test/5901_10.png; Truck
Image file-/home/jovyan/data/stl10/test/5906_10.png; Truck
Image file-/home/jovyan/data/stl10/test/5915_10.png; Crane
Image file-/home/jovyan/data/stl10/test/5919_10.png; Truck
Image file-/home/jovyan/data/stl10/test/5933_10.png; Truck
Image file-/home/jovyan/data/stl10/test/5936_10.png; Truck
Image file-/home/jovyan/data/stl10/test/5943_10.png; Truck
Image file-/home/jovyan/data/stl10/test/5946_10.png; Truck
Image file-/home/jovyan/data/stl10/test/5958_10.png; Tank
Image file-/home/jovyan/data/stl10/test/5962_10.png; Truck
Image file-/home/jovyan/data/stl10/test/5965_10.png; Truck
Image file-/home/jovyan/data/stl10/test/5981_10.png; Truck
Image file-/home/jovyan/data/stl10/test/5983_10.png; Truck
Image file-/home/jovyan/data/stl10/test/6040_10.png; Truck
Image file-/home/jovyan/data/stl10/test/6058_10.png; Truck
Image file-/home/jovyan/data/stl10/test/6059_10.png; Truck
Image file-/home/jovyan/data/stl10/test/6089_10.png; Truck
Image file-/home/jovyan/data/stl10/test/6098_10.png; Truck
Image file-/home/jovyan/data/stl10/test/6121_10.png; Truck
Image file-/home/jovyan/data/stl10/test/6142_10.png; Tank
Image file-/home/jovyan/data/stl10/test/6153_10.png; Truck
Image file-/home/jovyan/data/stl10/test/6160_10.png; Truck
Image file-/home/jovyan/data/stl10/test/6161_10.png; Truck
Image file-/home/jovyan/data/stl10/test/6193_10.png; Truck
Image file-/home/jovyan/data/stl10/test/6202_10.png; Truck
Image file-/home/jovyan/data/stl10/test/6231_10.png; Truck
Image file-/home/jovyan/data/stl10/test/6241_10.png; Truck
Image file-/home/jovyan/data/stl10/test/6248_10.png; Truck
Image file-/home/jovyan/data/stl10/test/6256_10.png; Truck
Image file-/home/jovyan/data/stl10/test/6279_10.png; Answer: Truck
Image file-/home/jovyan/data/stl10/test/6283_10.png; Truck
Image file-/home/jovyan/data/stl10/test/6293_10.png; Truck
Image file-/home/jovyan/data/stl10/test/6306_10.png; Truck
Image file-/home/jovyan/data/stl10/test/6310_10.png; Truck
Image file-/home/jovyan/data/stl10/test/6319_10.png; Answer: Truck
Image file-/home/jovyan/data/stl10/test/6330_10.png; Answer: Truck
Image file-/home/jovyan/data/stl10/test/6341_10.png; Truck
Image file-/home/jovyan/data/stl10/test/6346_10.png; Truck
Image file-/home/jovyan/data/stl10/test/6384_10.png; Truck
Image file-/home/jovyan/data/stl10/test/6391_10.png; Truck
Image file-/home/jovyan/data/stl10/test/6405_10.png; Truck
Image file-/home/jovyan/data/stl10/test/6412_10.png; Truck
Image file-/home/jovyan/data/stl10/test/6428_10.png; Truck
Image file-/home/jovyan/data/stl10/test/6431_10.png; Truck
Image file-/home/jovyan/data/stl10/test/6436_10.png; Truck
Image file-/home/jovyan/data/stl10/test/6444_10.png; Answer: Truck
Image file-/home/jovyan/data/stl10/test/6448_10.png; Truck
Image file-/home/jovyan/data/stl10/test/6451_10.png; Truck
Image file-/home/jovyan/data/stl10/test/6454_10.png; Truck
Image file-/home/jovyan/data/stl10/test/6467_10.png; Truck
Image file-/home/jovyan/data/stl10/test/6472_10.png; Truck
Image file-/home/jovyan/data/stl10/test/6476_10.png; Truck
Image file-/home/jovyan/data/stl10/test/6492_10.png; Truck
Image file-/home/jovyan/data/stl10/test/6496_10.png; Sure! Here\s my response:\n\nFire truck
Image file-/home/jovyan/data/stl10/test/6502_10.png; Truck
Image file-/home/jovyan/data/stl10/test/6515_10.png; Truck
Image file-/home/jovyan/data/stl10/test/6525_10.png; Sure! Here\s my answer:\n\nFire truck
Image file-/home/jovyan/data/stl10/test/6536_10.png; Truck
Image file-/home/jovyan/data/stl10/test/6542_10.png; Sure! Here\s my answer:\n\nFire truck
Image file-/home/jovyan/data/stl10/test/6546_10.png; Truck
Image file-/home/jovyan/data/stl10/test/6554_10.png; Truck
Image file-/home/jovyan/data/stl10/test/6557_10.png; Truck
Image file-/home/jovyan/data/stl10/test/6561_10.png; Truck
Image file-/home/jovyan/data/stl10/test/6565_10.png; Truck
Image file-/home/jovyan/data/stl10/test/6568_10.png; Truck
Image file-/home/jovyan/data/stl10/test/6572_10.png; Answer: Truck
Image file-/home/jovyan/data/stl10/test/6592_10.png; Answer: Truck
Image file-/home/jovyan/data/stl10/test/6619_10.png; Truck
Image file-/home/jovyan/data/stl10/test/6622_10.png; Sure! Here\s my answer:\n\nFire truck
Image file-/home/jovyan/data/stl10/test/6631_10.png; Truck
Image file-/home/jovyan/data/stl10/test/6645_10.png; Truck
Image file-/home/jovyan/data/stl10/test/6648_10.png; Truck
Image file-/home/jovyan/data/stl10/test/6657_10.png; Truck
Image file-/home/jovyan/data/stl10/test/6660_10.png; Bulldozer
Image file-/home/jovyan/data/stl10/test/6664_10.png; Truck
Image file-/home/jovyan/data/stl10/test/6677_10.png; Truck
Image file-/home/jovyan/data/stl10/test/6702_10.png; Truck
Image file-/home/jovyan/data/stl10/test/6714_10.png; Car
Image file-/home/jovyan/data/stl10/test/6721_10.png; Answer: Fire truck
Image file-/home/jovyan/data/stl10/test/6730_10.png; Truck
Image file-/home/jovyan/data/stl10/test/6747_10.png; Truck
Image file-/home/jovyan/data/stl10/test/6753_10.png; Truck
Image file-/home/jovyan/data/stl10/test/6758_10.png; Truck
Image file-/home/jovyan/data/stl10/test/6766_10.png; Truck
Image file-/home/jovyan/data/stl10/test/6774_10.png; Truck
Image file-/home/jovyan/data/stl10/test/6777_10.png; Truck
Image file-/home/jovyan/data/stl10/test/6789_10.png; Sure! Here\s my answer:\n\nLadder Truck
Image file-/home/jovyan/data/stl10/test/6806_10.png; Truck
Image file-/home/jovyan/data/stl10/test/6808_10.png; Truck
Image file-/home/jovyan/data/stl10/test/6810_10.png; Truck
Image file-/home/jovyan/data/stl10/test/6845_10.png; Truck
Image file-/home/jovyan/data/stl10/test/6863_10.png; Truck
Image file-/home/jovyan/data/stl10/test/6866_10.png; Truck
Image file-/home/jovyan/data/stl10/test/6874_10.png; Truck
Image file-/home/jovyan/data/stl10/test/6883_10.png; Truck
Image file-/home/jovyan/data/stl10/test/6895_10.png; Truck
Image file-/home/jovyan/data/stl10/test/6906_10.png; Truck
Image file-/home/jovyan/data/stl10/test/6911_10.png; Truck
Image file-/home/jovyan/data/stl10/test/6921_10.png; Truck
Image file-/home/jovyan/data/stl10/test/6931_10.png; Truck
Image file-/home/jovyan/data/stl10/test/6937_10.png; Truck
Image file-/home/jovyan/data/stl10/test/6945_10.png; Truck
Image file-/home/jovyan/data/stl10/test/6948_10.png; Truck
Image file-/home/jovyan/data/stl10/test/6953_10.png; Truck
Image file-/home/jovyan/data/stl10/test/6955_10.png; Truck
Image file-/home/jovyan/data/stl10/test/6957_10.png; Truck
Image file-/home/jovyan/data/stl10/test/6985_10.png; Sure! Here\s my answer:\n\nFire truck
Image file-/home/jovyan/data/stl10/test/6988_10.png; Truck
Image file-/home/jovyan/data/stl10/test/6992_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7004_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7018_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7025_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7047_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7048_10.png; Sure! Here\s my answer:\n\nFire truck
Image file-/home/jovyan/data/stl10/test/7049_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7053_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7094_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7097_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7116_10.png; Bus
Image file-/home/jovyan/data/stl10/test/7117_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7125_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7126_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7131_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7136_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7139_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7147_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7148_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7152_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7164_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7171_10.png; Answer: Truck
Image file-/home/jovyan/data/stl10/test/7175_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7181_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7186_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7193_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7197_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7222_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7235_10.png; Car
Image file-/home/jovyan/data/stl10/test/7237_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7246_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7258_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7266_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7284_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7287_10.png; Sure! Here\s my answer:\n\nFire truck
Image file-/home/jovyan/data/stl10/test/7296_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7302_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7304_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7306_10.png; Sure! Here\s my response:\n\nFire truck
Image file-/home/jovyan/data/stl10/test/7307_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7311_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7314_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7321_10.png; Sure! Here\s my answer:\n\nFire truck
Image file-/home/jovyan/data/stl10/test/7328_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7330_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7344_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7351_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7354_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7355_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7380_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7383_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7399_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7428_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7434_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7439_10.png; Sure! Here\s my answer:\n\nFire truck
Image file-/home/jovyan/data/stl10/test/7443_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7461_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7464_10.png; Bus
Image file-/home/jovyan/data/stl10/test/7486_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7487_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7500_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7504_10.png; Sure! Here\s my answer:\n\nFire truck
Image file-/home/jovyan/data/stl10/test/7510_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7531_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7543_10.png; Forklift
Image file-/home/jovyan/data/stl10/test/7544_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7547_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7549_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7558_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7561_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7566_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7592_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7613_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7643_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7654_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7666_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7671_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7675_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7693_10.png; Answer: Man
Image file-/home/jovyan/data/stl10/test/7694_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7698_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7701_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7703_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7705_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7712_10.png; Car
Image file-/home/jovyan/data/stl10/test/7736_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7752_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7760_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7763_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7767_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7773_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7774_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7780_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7791_10.png; Sure! Here\s my answer:\n\nFire truck
Image file-/home/jovyan/data/stl10/test/7794_10.png; Answer: Truck
Image file-/home/jovyan/data/stl10/test/7809_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7830_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7832_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7842_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7845_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7850_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7853_10.png; Crane
Image file-/home/jovyan/data/stl10/test/7880_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7892_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7894_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7921_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7924_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7925_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7937_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7938_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7943_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7945_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7952_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7959_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7970_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7983_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7990_10.png; Truck
Image file-/home/jovyan/data/stl10/test/7995_10.png; Truck
Image file-/home/jovyan/data/stl10/test/24_3.png; Answer: Limo
Image file-/home/jovyan/data/stl10/test/28_3.png; Sure! Here\s my answer:\n\nAnswer: Car
Image file-/home/jovyan/data/stl10/test/35_3.png; Car
Image file-/home/jovyan/data/stl10/test/49_3.png; Car
Image file-/home/jovyan/data/stl10/test/58_3.png; Car
Image file-/home/jovyan/data/stl10/test/70_3.png; Car
Image file-/home/jovyan/data/stl10/test/74_3.png; Car
Image file-/home/jovyan/data/stl10/test/88_3.png; Car
Image file-/home/jovyan/data/stl10/test/103_3.png; Car
Image file-/home/jovyan/data/stl10/test/107_3.png; Car
Image file-/home/jovyan/data/stl10/test/111_3.png; Car
Image file-/home/jovyan/data/stl10/test/124_3.png; Car
Image file-/home/jovyan/data/stl10/test/158_3.png; Car
Image file-/home/jovyan/data/stl10/test/175_3.png; Sure! Here\s my answer:\n\nCar
Image file-/home/jovyan/data/stl10/test/179_3.png; Car
Image file-/home/jovyan/data/stl10/test/187_3.png; Car
Image file-/home/jovyan/data/stl10/test/192_3.png; Car
Image file-/home/jovyan/data/stl10/test/200_3.png; Van
Image file-/home/jovyan/data/stl10/test/208_3.png; Car
Image file-/home/jovyan/data/stl10/test/224_3.png; Car
Image file-/home/jovyan/data/stl10/test/231_3.png; Car
Image file-/home/jovyan/data/stl10/test/251_3.png; Car
Image file-/home/jovyan/data/stl10/test/264_3.png; Car
Image file-/home/jovyan/data/stl10/test/267_3.png; Car
Image file-/home/jovyan/data/stl10/test/271_3.png; Car
Image file-/home/jovyan/data/stl10/test/285_3.png; Car
Image file-/home/jovyan/data/stl10/test/313_3.png; Car
Image file-/home/jovyan/data/stl10/test/317_3.png; Car
Image file-/home/jovyan/data/stl10/test/329_3.png; Sure! Here\s my answer:\n\nCar
Image file-/home/jovyan/data/stl10/test/332_3.png; Car
Image file-/home/jovyan/data/stl10/test/358_3.png; Car
Image file-/home/jovyan/data/stl10/test/369_3.png; Car
Image file-/home/jovyan/data/stl10/test/376_3.png; Truck
Image file-/home/jovyan/data/stl10/test/381_3.png; Car
Image file-/home/jovyan/data/stl10/test/390_3.png; Car
Image file-/home/jovyan/data/stl10/test/407_3.png; Car
Image file-/home/jovyan/data/stl10/test/409_3.png; Car
Image file-/home/jovyan/data/stl10/test/424_3.png; Car
Image file-/home/jovyan/data/stl10/test/426_3.png; Car
Image file-/home/jovyan/data/stl10/test/437_3.png; Car
Image file-/home/jovyan/data/stl10/test/439_3.png; Car
Image file-/home/jovyan/data/stl10/test/448_3.png; Car
Image file-/home/jovyan/data/stl10/test/459_3.png; Car
Image file-/home/jovyan/data/stl10/test/470_3.png; Car
Image file-/home/jovyan/data/stl10/test/483_3.png; Car
Image file-/home/jovyan/data/stl10/test/485_3.png; Car
Image file-/home/jovyan/data/stl10/test/514_3.png; Sure! Here\s my answer:\n\nAnswer: Car
Image file-/home/jovyan/data/stl10/test/515_3.png; Car
Image file-/home/jovyan/data/stl10/test/517_3.png; Van
Image file-/home/jovyan/data/stl10/test/519_3.png; Car
Image file-/home/jovyan/data/stl10/test/524_3.png; Van
Image file-/home/jovyan/data/stl10/test/529_3.png; Car
Image file-/home/jovyan/data/stl10/test/549_3.png; Car
Image file-/home/jovyan/data/stl10/test/552_3.png; Car
Image file-/home/jovyan/data/stl10/test/555_3.png; Car
Image file-/home/jovyan/data/stl10/test/565_3.png; Car
Image file-/home/jovyan/data/stl10/test/582_3.png; Car
Image file-/home/jovyan/data/stl10/test/630_3.png; Car
Image file-/home/jovyan/data/stl10/test/631_3.png; Car
Image file-/home/jovyan/data/stl10/test/639_3.png; Car
Image file-/home/jovyan/data/stl10/test/653_3.png; Car
Image file-/home/jovyan/data/stl10/test/655_3.png; Car
Image file-/home/jovyan/data/stl10/test/665_3.png; Sure! Here\s my answer:\n\nCar
Image file-/home/jovyan/data/stl10/test/674_3.png; Car
Image file-/home/jovyan/data/stl10/test/681_3.png; Car
Image file-/home/jovyan/data/stl10/test/690_3.png; Car
Image file-/home/jovyan/data/stl10/test/710_3.png; Sure! Here\s my answer:\n\nAnswer: Car
Image file-/home/jovyan/data/stl10/test/714_3.png; Cart
Image file-/home/jovyan/data/stl10/test/755_3.png; Car
Image file-/home/jovyan/data/stl10/test/763_3.png; Car
Image file-/home/jovyan/data/stl10/test/786_3.png; Car
Image file-/home/jovyan/data/stl10/test/792_3.png; Car
Image file-/home/jovyan/data/stl10/test/798_3.png; Car
Image file-/home/jovyan/data/stl10/test/816_3.png; Sure! Here\s my answer:\n\nCar
Image file-/home/jovyan/data/stl10/test/820_3.png; Car
Image file-/home/jovyan/data/stl10/test/826_3.png; Bubble Car
Image file-/home/jovyan/data/stl10/test/845_3.png; Car
Image file-/home/jovyan/data/stl10/test/849_3.png; Car
Image file-/home/jovyan/data/stl10/test/851_3.png; Car
Image file-/home/jovyan/data/stl10/test/860_3.png; Car
Image file-/home/jovyan/data/stl10/test/861_3.png; Car
Image file-/home/jovyan/data/stl10/test/865_3.png; Car
Image file-/home/jovyan/data/stl10/test/888_3.png; Car
Image file-/home/jovyan/data/stl10/test/889_3.png; Car
Image file-/home/jovyan/data/stl10/test/895_3.png; Car
Image file-/home/jovyan/data/stl10/test/905_3.png; Car
Image file-/home/jovyan/data/stl10/test/907_3.png; Car
Image file-/home/jovyan/data/stl10/test/913_3.png; Car
Image file-/home/jovyan/data/stl10/test/950_3.png; Car
Image file-/home/jovyan/data/stl10/test/971_3.png; Car
Image file-/home/jovyan/data/stl10/test/981_3.png; Car
Image file-/home/jovyan/data/stl10/test/985_3.png; Car
Image file-/home/jovyan/data/stl10/test/987_3.png; Car
Image file-/home/jovyan/data/stl10/test/990_3.png; Car
Image file-/home/jovyan/data/stl10/test/991_3.png; Car
Image file-/home/jovyan/data/stl10/test/995_3.png; Car
Image file-/home/jovyan/data/stl10/test/997_3.png; Car
Image file-/home/jovyan/data/stl10/test/1003_3.png; Car
Image file-/home/jovyan/data/stl10/test/1004_3.png; Car
Image file-/home/jovyan/data/stl10/test/1015_3.png; Car
Image file-/home/jovyan/data/stl10/test/1016_3.png; Car
Image file-/home/jovyan/data/stl10/test/1023_3.png; Car
Image file-/home/jovyan/data/stl10/test/1026_3.png; Cars
Image file-/home/jovyan/data/stl10/test/1040_3.png; Car
Image file-/home/jovyan/data/stl10/test/1045_3.png; Car
Image file-/home/jovyan/data/stl10/test/1051_3.png; Car
Image file-/home/jovyan/data/stl10/test/1056_3.png; Car
Image file-/home/jovyan/data/stl10/test/1059_3.png; Car
Image file-/home/jovyan/data/stl10/test/1068_3.png; Car
Image file-/home/jovyan/data/stl10/test/1128_3.png; Car
Image file-/home/jovyan/data/stl10/test/1146_3.png; Car
Image file-/home/jovyan/data/stl10/test/1148_3.png; Car
Image file-/home/jovyan/data/stl10/test/1179_3.png; Car
Image file-/home/jovyan/data/stl10/test/1183_3.png; Car
Image file-/home/jovyan/data/stl10/test/1196_3.png; Sure! Here\s my answer:\n\nCar
Image file-/home/jovyan/data/stl10/test/1198_3.png; Car
Image file-/home/jovyan/data/stl10/test/1202_3.png; Car
Image file-/home/jovyan/data/stl10/test/1231_3.png; Car
Image file-/home/jovyan/data/stl10/test/1249_3.png; Car
Image file-/home/jovyan/data/stl10/test/1254_3.png; Car
Image file-/home/jovyan/data/stl10/test/1257_3.png; Sure! Here\s my answer:\n\nAnswer: Car
Image file-/home/jovyan/data/stl10/test/1258_3.png; Car
Image file-/home/jovyan/data/stl10/test/1268_3.png; Car
Image file-/home/jovyan/data/stl10/test/1276_3.png; Car
Image file-/home/jovyan/data/stl10/test/1283_3.png; Car
Image file-/home/jovyan/data/stl10/test/1293_3.png; Car
Image file-/home/jovyan/data/stl10/test/1297_3.png; Car
Image file-/home/jovyan/data/stl10/test/1323_3.png; Car
Image file-/home/jovyan/data/stl10/test/1325_3.png; Car
Image file-/home/jovyan/data/stl10/test/1344_3.png; Race
Image file-/home/jovyan/data/stl10/test/1345_3.png; Car
Image file-/home/jovyan/data/stl10/test/1356_3.png; Car
Image file-/home/jovyan/data/stl10/test/1379_3.png; Car
Image file-/home/jovyan/data/stl10/test/1382_3.png; Sure! Here\s my answer:\n\nCar
Image file-/home/jovyan/data/stl10/test/1403_3.png; Car
Image file-/home/jovyan/data/stl10/test/1413_3.png; Car
Image file-/home/jovyan/data/stl10/test/1414_3.png; Answer: Car
Image file-/home/jovyan/data/stl10/test/1419_3.png; Car
